speaker,label,type,utterance
139239482,,, @Arran_bell That's fine.
139239482,,, It would still be a good thing to test.
399664645,,,@XboxSupport1 is there a way to get back in contact directly to the issue tomorow as I'm sure you get 1000's of issue's per hour?
139239482,,, @Arran_bell Sure!
139239482,,, We'll all be able to read the conversation history with you ^OZ
399664645,,,@XboxSupport1 okay thanks for taking the time to help me with this issue and will get back to you guys tomorow
139239482,,," @Arran_bell Cool, much obliged!"
399664645,,,@XboxSupport1 i have moved my xbox to a wired connection and can connect fine to people i think it is due to the placement of my xbox/signal
139239482,,, @Arran_bell Could be possible.
139239482,,, Anyway to move the console and the router closer to each other?
399664645,,,@XboxSupport1 I can't move it from where the aerial cable comes through the ceiling :/ certain spots I can place my TV
139239482,,," @Arran_bell Just to be sure, is your router on this list of compatible hardware?"
139239482,,, http://t.co/WZb7GN5s ^PJ
399664645,,,@XboxSupport1 yep its on the belkin list
139239482,,," @Arran_bell ok, how many walls and/or ceilings pass does the signal pass through?"
399664645,,,@XboxSupport1 1 ceiling and 2 walls
139239482,,, @Arran_bell Can you run a speed test on another wireless device near your console?
399664645,,,@XboxSupport1 ran the speed test on my laptop currently am recieving 11 megabytes per second
139239482,,, @Arran_bell Is that upload or download?
399664645,,,@XboxSupport1 download my upload is 1.9 mbps
139239482,,," @Arran_bell Hmm, okay."
139239482,,," Since initially moving the console away from the satellite, have you run a connection test?"
399664645,,,@XboxSupport1 yes i daily check my download speed to check how bad the lag may be whilst online
139239482,,," @Arran_bell Alright, and how are your speeds?"
139239482,,," Can you send us the actual link to the http://t.co/edgLK7RI test, please?"
399664645,,,@XboxSupport1 ah i checked earlier today those were the results from today i currently am not at my house :/ im using my phone at the moment
139239482,,, @Arran_bell Ah.
139239482,,," When you get back home, can you let us know if the issue persists and send us a fresh speed test?"
399664645,,,@XboxSupport1 yep first chance i get to send the link i will sorry iv'e been so time consuming for this issue
139239482,,, @Arran_bell No apologies needed.
139239482,,, We want to help get you on LIVE with optimal service.
139239482,,," Keep us posted, please."
399664645,,,@XboxSupport1 i ran a speed test since moving the xbox and am getting 8.56 mpbs download and 1.08 upload
139239482,,, @Arran_bell Did you run the speed test from a device nearby the Xbox?
399664645,,,@XboxSupport1 yep i ran it on my laptop which is less than a metre from my xbox
139239482,,, @Arran_bell How far is the console from the router now?
399664645,,,@XboxSupport1 still the same 1 story and goes through 2 walls but it is closer to the router within the room
139239482,,, @Arran_bell Have you opened your router's ports manually?
139239482,,, http://t.co/2ccwVINP ^LB
399664645,,,@XboxSupport1 i tried to do this after the xbox was moved and i kept getting the error with opening the ports :/
139239482,,," @Arran_bell To clarify, you get an error connecting or you got an error when trying to open the ports?"
399664645,,,@XboxSupport1 when i try to open the ports it tells me the port does not exist
139239482,,," @Arran_bell And you're following the steps in the guide, one by one?"
399664645,,,@XboxSupport1 yep i retried about 4 times the ports kept saying they did not exist
139239482,,, @Arran_bell Can you contact your ISP for help with opening your router's ports up?
399664645,,,@XboxSupport1 i wouldnt know how to and im not the owner of the house so i wouldnt be in the good books if i was to mess around with it lol
139239482,,, @Arran_bell Can you and the person who owns your internet service contact the ISP?
399664645,,,@XboxSupport1 i asked if i could but they said no :(
139239482,,, @Arran_bell They said no?
139239482,,, They're not willing to help call your ISP?
399664645,,,@XboxSupport1 they said that they had recently bought the XL broadband so we shouldnt need to according to them
139239482,,," @Arran_bell Who is ""they""."
139239482,,," Do you live at home, on a campus, etc.?"
139239482,,, Is the router easily accessible?
399664645,,,@XboxSupport1 my mom and dad
139239482,,, @Arran_bell Is your router on this list?
139239482,,, http://t.co/WZb7GN5s Let us know.
399664645,,,@XboxSupport1 yep it is on that list its one of the N+power belkin routers
139239482,,," @Arran_bell To clarify, have you checked if your friend is able to connect to and party with others?"
399664645,,,@XboxSupport1 yep they can all connect to one another its only me who can only connect to certain people and i also have trouble hosting
139239482,,," @Arran_bell Well, it's dd that one of the important ports for LIVE can't be opened..."
139239482,,, that may be part of the issue.
139239482,,, It would really...
139239482,,, @Arran_bell ...
139239482,,, very likely help to contact your ISP and ask them for help on opening the ports that are described in the guide we sent.
399664645,,,@XboxSupport1 what are the post numbers i will try to open them again

139239482,,, @masterchief321 What happens when you run an Xbox Live connection test?
20181821,,,@XboxSupport1 it don't connect to the router
139239482,,, @masterchief321 So it fails before the network step or the internet step?

139239482,,, @GregBale What specifically is wrong?
636125008,,, @XboxSupport1 Well.
636125008,,, Am playin Restling on my box and my man int punchin when I press the punch button
139239482,,, @GregBale Are you using a wireless or wired controller?
636125008,,,@XboxSupport1 Yed
139239482,,, @GregBale Could you clarify?
636125008,,,@XboxSupport1 clarify wot?
139239482,,, @GregBale Are you using a wireless controller or is it wired in?
636125008,,,@XboxSupport1 It hant got no wires
139239482,,," @GregBale Alright, are the batteries fully charged in the controller?"
636125008,,,@XboxSupport1 Yers
139239482,,, @GregBale Does the button stick at all or feel strange when pressed?
636125008,,, @XboxSupport1 No it dunt stick.
636125008,,, It works
139239482,,," @GregBale Okay, and what game are you seeing these issues with exactly?"
636125008,,,@XboxSupport1 wwe 12
139239482,,, @GregBale Do you have a different Xbox controller that you can possibly try?
636125008,,,@XboxSupport1 Ni
139239482,,," @GregBale Okay, and are you seeing issues with any other games surrounding the use of that particular button in game?"
636125008,,, @XboxSupport1 dunno.
636125008,,, How can I cehck?
139239482,,, @GregBale You could try playing a different game and making sure that the same button used to punch in WWE 12 works correctly.
636125008,,,@XboxSupport1 I havent not got no other games.
139239482,,, @GregBale Okay.
139239482,,, Has this ever worked correctly before?
636125008,,,@XboxSupport1 It hant never worked proply before.

139239482,,,"@georgiec78 For those types of issues, phone support would be better suited to help you out ^JN"
51513285,,,@XboxSupport1 done n sorted

139239482,,," @stephenchivers1 This error code means incorrect name or password, can you try re-entering?"
139239482,,, Are you able to sign in to the Xbox website?
318653205,,,@XboxSupport1 I had to change the email address's password now I get this error code 8015D003
139239482,,, @stephenchivers1 Are you able to log into http://t.co/6caLBmoo?
318653205,,,@XboxSupport1 no It thinks I'm a robot
139239482,,," @stephenchivers1 That's not good, is it giving you the option to follow steps to unblock the account?"
318653205,,, @XboxSupport1 no.
318653205,,, Is it supposed to.
139239482,,, @stephenchivers1 Are you able to login to http://t.co/da0mulu2 from a computer?
318653205,,,@XboxSupport1 no I'm trying to this on my laptop but still no luck.
139239482,,," @stephenchivers1 Ok, what does it say when you try to log in?"
318653205,,,@XboxSupport1 it asks me to prove I'm not a robot by entering a number of characters then loops back to asking if I'm a robot.
139239482,,," @stephenchivers1 Hmm, are you able to properly input the characters?"
139239482,,, Can you try in a different web browser?
318653205,,,@XboxSupport1 yes and same result.
139239482,,," @stephenchivers1 Alright, what about if you try from a different browser?"

139239482,,," @GazzaCrowther Yes, that is correct."
566604290,,,@XboxSupport1 ok thanks

139239482,,, @gmrgrl4life_ Was there something we can assist with today?
223198631,,, @XboxSupport1 no thank you!
223198631,,, I went through the normal steps of reporting.
223198631,,, Thanks PC :)
139239482,,," @gmrgrl4life_ Awesome, thank you for doing so."
139239482,,, Have a good one!
139239482,,, :) ^PC

139239482,,, @EAMO01 Seems like a strange sticker to have on it.
139239482,,, Not like a garbage pail kids sticker right?
341688377,,, @XboxSupport1 noooo xboxsupport1!!!
341688377,,, Panic...
341688377,,, wanna play cod with me?

139239482,,, @brandonncater Are you able to sign in to http://t.co/7KkcbHf2 with your LIVE ID?
497571143,,,@XboxSupport1 yes
139239482,,," @brandonncater Okay, and what internet browser are you currently using?"
497571143,,,@XboxSupport1 Google chrome
139239482,,," @brandonncater Okay, let's try that once again in Internet Explorer."
139239482,,, Any changes there?
497571143,,,@XboxSupport1 No the same.
139239482,,, @brandonncater Have we cleared your browser cache and cookies?
497571143,,,"@XboxSupport1 Yes,"
139239482,,, @brandonncater Have you reset your network hardware recently?
497571143,,, @XboxSupport1 what my modem?
497571143,,, Lol
139239482,,, @brandonncater Modem and router if you are using one.

139239482,,," @gaysexHaver420 We are unable to do that, did you have any Xbox support related questions?"
563063667,,,"@XboxSupport1 what is the xbox ""PLAY"" thing about minecraft?"
139239482,,,@gaysexHaver420 It's a recommendation of a game to play on your Xbox: http://t.co/ocbC5JHh ^JX
563063667,,, @XboxSupport1 Ah.
563063667,,," Neat, thank you!"
563063667,,, :)

139239482,,, @Sunnybear2891 We can certainly try.
139239482,,, What seems to be the issue?
137956613,,,@XboxSupport1 Therefore can I cancel my live without incurring charges?
139239482,,," @Sunnybear2891 You would need to contact phone support, would you like us to provide the number?"
137956613,,,"@XboxSupport1 Yes please, it's really difficult to find on the website."

139239482,,, @jolyonhillier_1 I'm not seeing a conversation history.
139239482,,, What happened?
509157330,,,@XboxSupport1 the staff just offered no help to resolve my situation
139239482,,, @jolyonhillier_1 What was the issue?
509157330,,,"@XboxSupport1 its a long story, i have paid the money now but it was just becdause i didnt respond to an email to say i didnt wish to"
509157330,,,@XboxSupport1 renew my membership xbox suspended my accoun tdue to me not having the funds to pay a due bill i didnt want to have
139239482,,, @jolyonhillier_1 Do you have auto renew disabled now?
509157330,,,@XboxSupport1 yes i do now
139239482,,," @jolyonhillier_1 Ok, then that shouldn't happen again."
139239482,,, Apologies for the experience.
139239482,,, Anything else that we can help with today?
509157330,,,"@XboxSupport1 yeah, i would like some free microsoft points for your staff thinking they run the show when all they do is tap on a keyboard"
139239482,,,@jolyonhillier_1 I'm afraid we don't have that ability ^JN
509157330,,,@XboxSupport1 damn

139239482,,, @LiKE_a_BAUS_x Which game is this in reference to?
521864057,,,@XboxSupport1 Modern Warfare 3
139239482,,," @LiKE_a_BAUS_x Can you clarify the question, you are having issues connecting to 1v1 matches?"
521864057,,, @XboxSupport1 No connection issues.
521864057,,, I am being placed in a 16 player lobby in the 1v1 Faceoff gametype.
139239482,,, @LiKE_a_BAUS_x Are you entering games of larger versus groups than 1 on 1 from within this lobby?
521864057,,,@XboxSupport1 Yes I am.
139239482,,, @LiKE_a_BAUS_x How many times have you encountered this?
521864057,,, @XboxSupport1 Multiple times.
521864057,,, I'd say close to 8 times in a span of 7-10 minutes.
139239482,,, @LiKE_a_BAUS_x How recently did this start for you?
521864057,,, @XboxSupport1 Just today.
521864057,,, I got online around 3pm.
139239482,,, @LiKE_a_BAUS_x That is odd.
139239482,,, We'd recommend keeping and eye on it and letting us know if it continues to be trouble for you.
521864057,,, @XboxSupport1 I'm not sure if its a hack or a bug but I got put in another 16 player lobby again.
521864057,,, Lobby turned into Hardcore Ricochet: CTF
139239482,,," @LiKE_a_BAUS_x In the Multiplayer lobby, is your NAT listed as Open?"
521864057,,, @XboxSupport1 NAT is Open.
521864057,,," I'm playing on Original Maps option selected, so I'm only playing on Erosion and Aground."

101944738,,,@XboxSupport1 Idk if you remember me from last time but once again same problem with the xbox live where i wouldnt connect at all sometimes
101944738,,,@XboxSupport1 Now its to the point where I can log on but it'll kick me out of games and then soon disconnect from xbox live giving me L's
139239482,,, @KaeGuevara Alright.
139239482,,, Last we saw the test was failing before reaching the network.
139239482,,, Is that still happening now?
101944738,,, @XboxSupport1 I just signed back in..
101944738,,, its working now but its not consistant..
101944738,,, I'm losing games because of this and it always doesnt connect
101944738,,,@XboxSupport1 do I need to manually configure my router or something
139239482,,," @KaeGuevara You're on a wireless connection, right?"
139239482,,, Would you be able to try a wired one temporarily?
101944738,,,@XboxSupport1 Na I wouldnt be able to the way my router and modem isnt close to it
139239482,,, @KaeGuevara Okay.
139239482,,, About how many walls/ceilings would a straight line between the console and router go through?
101944738,,, @XboxSupport1 None..
101944738,,, its in the same room..
101944738,,, just in the corner somewhere else
139239482,,," @KaeGuevara OK, is your router on this list of compatible hardware?"
139239482,,, http://t.co/WZb7GN5s ^PJ
101944738,,,@XboxSupport1 I dont see it but its the 2Wire from AT&amp;t w/ a belkin batter backup unit Its been working good for over a year straight
101944738,,,"@XboxSupport1 Now all of a sudden its acting up but the net on my laptops are perfect, full bars so I was thinking it was just XBL"
139239482,,," @KaeGuevara OK, does it have the most recent firmware update?"
101944738,,, @XboxSupport1 Maybe not..
101944738,,, check through the control panel?
139239482,,," @KaeGuevara Yes, or you can refer to the router manufacturer."
101944738,,, @XboxSupport1 Idk where that is..
101944738,,, Is this a common problem?
101944738,,, @XboxSupport1 But if that was the issue then my laptops wouldnt be working in the house..
101944738,,, I think its my internal wifi that went bad
139239482,,, @KaeGuevara Routers on that list are proven to work with Windows computers and Xbox consoles.
139239482,,, It may be affecting the connection issues.
139239482,,, @KaeGuevara It's hard to speculate on that.
139239482,,, We recommend using an tested network device.

139239482,,, @Norkthedork Would you care to clarify?
139239482,,, Are you having issues joining or hosting a party?
339391478,,,@XboxSupport1 it keeps droping everybody out of party and it's not my Xbox EVERY ONE IS HAVING THE SAME PROP
139239482,,," @Norkthedork Thanks, and are you currently hosting this party?"

339391478,,,@XboxSupport1 prop my Xbox keeps dropping me from Xbox live I've unplugged my motem and restarted test in the live status it says service
139239482,,, @Norkthedork Have you tried these steps?
139239482,,, http://t.co/OKzEJWC2 ^PJ
339391478,,,@XboxSupport1 my brother says he and a few others are having the same issue I ????
339391478,,,@XboxSupport1 I wasn't having these props 3 days ago
139239482,,, @Norkthedork Did you have a chance to try the steps in the link we sent?
339391478,,,@XboxSupport1 I've done a copal of them my Xbox is picking up the signal of my network like I said my brother is having the same props
339391478,,,@XboxSupport1 you might want to wright a note and look at your end :( my Xbox is only 1 and a half year old
139239482,,,@Norkthedork Let's restart your network hardware- unplug your mode/router for 10 minutes then replug &amp; try again ^JX
339391478,,,@XboxSupport1 it's got to be at your end I just talked to a few people that are having the same prop
139239482,,, @Norkthedork Have you had a chance to reset your network hardware as described in the previous Tweet?
139239482,,," Let us know, we'll be here ^JX"

139239482,,, @EnoYIs does 8007065b appear whenever you try to sign into Xbox LIVE?
55167358,,,"@XboxSupport1 yes, on my Xbox."
139239482,,, @EnoYIs can you reset your router and modem see if that helps?
139239482,,," If not, do a direct connection to the modem see if that works?"
55167358,,,@XboxSupport1 still getting that same error for some reason.
139239482,,, @EnoYIs are you in the beta by any chance?
55167358,,,"@XboxSupport1 yes, I am in beta"
55167358,,,"@XboxSupport1 if it helps, I can't even access any features on http://t.co/l4QLgMpQ either, like code redemption or forums."
139239482,,," @EnoYIs In that case, please see here http://t.co/sw3EKe13 or you can drop a line in the http://t.co/ghRijK1e forums."
139239482,,," @EnoYIs you may want to try again later, this could be tied to the current account issues that are mentioned in our service alerts."
55167358,,, @XboxSupport1 I just tried again and all seems to be normal now.
55167358,,, Thank you.
139239482,,," @EnoYIs you're welcome, anytime."

139239482,,, @Suck_NEVER_Chew Did you have any Xbox questions that we can help with today?
139239482,,, @Suck_NEVER_Chew Do let us know if you have any Xbox 360 support questions that we can answer for you.

139239482,,, @karlosyiddo Can you try resetting your network hardware?
606275444,,,@XboxSupport1 what on the Xbox?
139239482,,, @karlosyiddo The router and modem.
139239482,,, Unplugging them from power for 30seconds then plugging them back in will do that.

139239482,,, @jbeezy2013 Did you have any Xbox questions that we can help with today?
565152514,,, @XboxSupport1 my Xbox locks up or freezes frequently and I have to shut it down.
565152514,,, Is it experiencing depression or is there a fix for this?
139239482,,, @jbeezy2013 Does this happen with any specific games?
139239482,,, Or just in general?
565152514,,,"@XboxSupport1 it happens frequently with Battlefield 3, and occasionally with Skyrim."
139239482,,, @jbeezy2013 Is this typically when you start the game?
565152514,,,@XboxSupport1 it's usually after I've been playing online for a while on BF3.
139239482,,," @jbeezy2013 Okay, are you able to get back to the dashboard via the guide button when this happens?"
565152514,,, @XboxSupport1 nope.
565152514,,, Controller input doesn't do anything.
565152514,,, I'm forced to shut down the console.

632405298,,,"@XboxSupport1 i keep gettin error code 80150101 in the marketplace when I try to download demo's, any ideas?"
139239482,,, @Sniping_Raccoon please see our service alert here http://t.co/6N6mW5mT its tied to that.
139239482,,, Please try again later ^KN
632405298,,,@XboxSupport1 thanks
139239482,,, @Sniping_Raccoon you're welcome.

139239482,,, @JosephGreene1 Did you have any Xbox questions that we can help with today?
343043226,,,@XboxSupport1 Are you guys gonna play Borderlands 2 around the office?
139239482,,, @JosephGreene1 Some of us are going to play it outside the office.
139239482,,," In office, can't be too sure yet."
139239482,,, We're usually really busy ^JN
343043226,,, @XboxSupport1 I wish I could get it on Xbox.
343043226,,, But my friend has PS3 so I'm getting it on that to play with them.
343043226,,, Sorry.
343043226,,, :(
139239482,,," @JosephGreene1 Ah, no offense taken."
139239482,,," We're gamers too, so we understand :) Anything else that we can help with today?"
343043226,,, @XboxSupport1 I don't think so.
343043226,,, Have fun on Pandora!

139239482,,, @BobFlorez Are you currently having issues downloading the demo?
543778431,,,"@XboxSupport1 not anymore,but now I cantconnect to the ea servers.Any suggestions other than the basic trouble shooting and port forwarding?"
139239482,,, @BobFlorez Are you getting any strange error messages at all?
543778431,,, @XboxSupport1 no error messages.
543778431,,, I can connect online to every game.
543778431,,, Except an EA game.
139239482,,, @BobFlorez What happens if you run an Xbox Live connection test?
543778431,,, @XboxSupport1 it runs normal.
543778431,,, No NAT type error or anything like that
139239482,,, @BobFlorez Have we tried clearing your cache yet?
139239482,,, http://t.co/Yy3otP6R ^JN
543778431,,, @XboxSupport1 yup Iâ€™ve tried that.
543778431,,," I also tried changing the time, but the Xbox dashboard doesnâ€™t let me."
139239482,,, @BobFlorez If connected to LIVE the clock will grab that information automatically?
139239482,,, Is there a reason you would need to change it?
543778431,,, @XboxSupport1 thatâ€™s a method of trouble shooting for the ea servers.
543778431,,, And I canâ€™t change the clock even if Iâ€™m logged out
139239482,,, @BobFlorez Would you be able to send us a link to those steps?
139239482,,, I'm not sure I'm familiar with that step ^JN

139239482,,," @AyeeeJoey Okay, lets see if these help clear it at all?"
139239482,,, http://t.co/6wmvAoSI ^JN
444232417,,,@XboxSupport1 well it worked i mean it's not freezing but my xbox was already in an open ventilated area its the only thing where it's at.
139239482,,, @AyeeeJoey So the issue is resolved currently?
444232417,,,@XboxSupport1 currently yes.
139239482,,," @AyeeeJoey Okay, let us know if it pops up again then."
139239482,,, Anything else that we can help with today?

139239482,,,"@ProfessorGenki5 Ok, the number to call is: 1-800-469-9269  ^AC"
545608560,,,@XboxSupport1 doesn't work
139239482,,, @ProfessorGenki5 You are unable to call that number?
545608560,,,@XboxSupport1 yes
139239482,,, @ProfessorGenki5 What happens when you dial the number?
139239482,,, Do you hear any messages?
545608560,,,@XboxSupport1 no
139239482,,," @ProfessorGenki5 Ok, what do you hear?"
545608560,,, @XboxSupport1 I don't hear anything.
545608560,,, The phone rings and then it is complete silence.
139239482,,, @ProfessorGenki5 Bizarre.
139239482,,, it should work.
139239482,,," Can you try it from a different phone, perhaps?"
545608560,,,@XboxSupport1 they're not home.
139239482,,, @ProfessorGenki5 Any internet cafes or anything nearby?
545608560,,,@XboxSupport1 no
139239482,,, @ProfessorGenki5 Do you have Skype?
139239482,,, Can you try the number from Skype?
545608560,,,@XboxSupport1 I don't have Skype.
139239482,,," @ProfessorGenki5 Can you download it to try to make the phone call, please?"
545608560,,,@XboxSupport1 it won't let me download it.
139239482,,, @ProfessorGenki5 What happens when you try?
545608560,,,@XboxSupport1 it goes directly to the home screen and I see nothing downloading.
139239482,,, @ProfessorGenki5 Can you try a friend's PC or computer to request a call from?
545608560,,,@XboxSupport1 they don't live near me.
139239482,,,@ProfessorGenki5 They still may be able to put in a request for you ^PC
545608560,,,@XboxSupport1 they live in another state.
139239482,,, @ProfessorGenki5 They can still put in a request a call for your number.
139239482,,, You're sure your calling during open hours?
545608560,,,@XboxSupport1 Yes I'm sure
139239482,,," @ProfessorGenki5 OK, then be sure to have your friend set up the callback for you."
545608560,,,@XboxSupport1 they don't know how ^QS
139239482,,, @ProfessorGenki5 You can teach them over the phone.
139239482,,, Guide them.
545608560,,, @XboxSupport1 I don't know their phone number.
545608560,,, DS
139239482,,, @ProfessorGenki5 We'd recommend finding it and then having your friend set up the callback.
139239482,,, Let us know when you've done that.
545608560,,,@XboxSupport1 I can't reach their phone.
139239482,,, @ProfessorGenki5 Let us know when you're able to get your friend to set up a callback for you.
545608560,,,@XboxSupport1 I explained it to my friend but doesn't get it ^ CB
139239482,,, @ProfessorGenki5 You be sure to explain it to them.
139239482,,, Have a good night.
545608560,,, @XboxSupport1 nope still doesn't get it.
139239482,,, @ProfessorGenki5 Keep trying!
139239482,,, Let us know if you need anything else!
545608560,,, @XboxSupport1 ok my friend called and there was no answer.
139239482,,, @ProfessorGenki5 When did he call?
139239482,,, Was it during their open hours?
545608560,,, @XboxSupport1 shes a girl and when are the open hours?
139239482,,," @ProfessorGenki5 Feel free to hit us back when you have an Xbox support related question, we're here to help!"

110937131,,,@XboxSupport1 I can login to my account on XBL because it auto-login signs in But can't actually access my (cont) http://t.co/Zn6V6RNr
139239482,,, @GT_NoTR Are you able to change the associated Microsoft Account with the info you have and the steps here?
139239482,,, http://t.co/fDOsMbTP ^PC
110937131,,,"@XboxSupport1 No, it tells me the Password is invalid."
139239482,,," @GT_NoTR Alright, are you unable to change the password?"
110937131,,,@XboxSupport1 Nope unable to.
139239482,,, @GT_NoTR Okay.
139239482,,, What about resetting it with http://t.co/NDk5DDXV?
139239482,,, I want to make sure to check out every possible option here ^PC
110937131,,,@XboxSupport1 I've tried that before and get something like  Thank you for your Microsoft account recovery (cont) http://t.co/b9DbZzva
139239482,,, @GT_NoTR Alright.
139239482,,, I think from here we should post on the Live support forums - http://t.co/trG2QQbq They may be able to fix things up ^PC
110937131,,,@XboxSupport1 Can you ask a question without signing in?
139239482,,,"@GT_NoTR I think you'll need an account, but making a temporary one is fine ^PC"

139239482,,," @DIZZLEdotCOM Are you downloading it to a HDD, USB, or internal memory?"
133667004,,, @XboxSupport1 i was trying to download to hdd...
133667004,,, mw2 console) the not downliading isint the prob more the fact that it wipes my profile!
139239482,,, @DIZZLEdotCOM Anyway that you can try downloading it to a USB?

139239482,,," @danielmcalpine We got it, thanks!"
139239482,,," This will be weird, but can you try changing your private and public gamerpic?"
362053676,,," @XboxSupport1 done and still not working, just googled it and everyone seems to be having the same problem."
362053676,,, Latest YouTube update maybe?
139239482,,, @danielmcalpine Not too sure but we are looking into it.
139239482,,, Thanks for the info.

139239482,,, Dvd We don't have any info on that.
564058202,,,@XboxSupport1  http://t.co/AGWV6351

139239482,,, @i__pooteD Did you have any Xbox questions that we can help with today?
32271228,,, what does the X stand for anyway?
32271228,,, @XboxSupport1
139239482,,, @i__pooteD Do you get any error messages when you try to play them?
139239482,,,@i__pooteD Let us know what happens ^JN

139239482,,," @ardenrb Hmm, can you send us a pic of what is happening on the monitor?"
414520338,,,@XboxSupport1 It's totally blank; you can pretty much picture it yourself :P
139239482,,, @ardenrb Oh gotcha.
139239482,,, Have you tried the solutions here?
139239482,,, http://t.co/8s9oHNWO ^PJ
414520338,,, @XboxSupport1 yep.
414520338,,, yes.
414520338,,, I did all the things!
414520338,,, It's definitely an internal problem of the Xbox.
139239482,,,@ardenrb Sounds like you may need to send it in for repair: http://t.co/gJS8ilNW ^JX
414520338,,,"@XboxSupport1 I suspect it's not under warranty any more, since it's something like six years old?"
139239482,,,"@ardenrb There may be some fees associated with the repair, you can get more info/schedule service from the link we sent ^JX"

811382904,,," @XboxSupport1 @comcastmichael all set now, another Xboxsupport person helped me."
811382904,,, You guys are great.
811382904,,, Thanks.
139239482,,, @CAcriSPQR Happy to be of service.
139239482,,, :D ^LB

34856743,,,"@XboxSupport1 4.contacted  http://t.co/fsOvKfgg as Xbox chat support asked, said they do not have any request to service/replace my console"
139239482,,," Jeeva Just to clarify, what is wrong with your console that requires service?"
34856743,,,"@XboxSupport1 well, internal 4 GB storage not detecting always,hence unable to update console SW,not able 2 login 2 live,kinect not workiing"
139239482,,," Jeeva Ah, and you were unable to set one up here?"
139239482,,, http://t.co/gJS8ilNW ^PJ
34856743,,,"@XboxSupport1 tried, am at India, India Xbox support asked me to take console to US or buy new one :) , they don't have repair even if I pay"
139239482,,, Jeeva And you called phone support a few times to confirm ya?
34856743,,,"@XboxSupport1 yes , Redigton who provides support from Chennai said, they want request from Xbox support to proceed"
34856743,,,@XboxSupport1 called India Xbox support as well 2 times
139239482,,, Jeeva Did you contact this number specifically?
139239482,,, 000-800-440-1179 ^PJ
34856743,,,"@XboxSupport1 yes, even today morning around 30 mins talked"
34856743,,,@XboxSupport1 do you need case number ?
139239482,,, Jeeva Where did you originally purchase the console?
34856743,,,"@XboxSupport1 Microsoft online store , United States"
139239482,,, Jeeva That would be the issue then.
139239482,,, You need to return the console back to it's purchase region to be repaired.

139239482,,, @Ojciec580 are you still having that issue?
139239482,,," If so, are you on a wired or wireless connection?"
831120342,,,"@XboxSupport1 @Ojciec580 still havin that problem, wired connection, xbox is in DMZ"
139239482,,, @Ojciec580 Which test passed/failed after the end results displayed when you run the network test ( http://t.co/W7j6pQgs )?
831120342,,,"@XboxSupport1 @Ojciec580 all tests passed, i can use marketplace, YT etc. but can't play online, its the third day with this problem"
139239482,,, @Ojciec580 and this is just with EA games?
831120342,,,"@XboxSupport1 @Ojciec580 All of games, even demo I just downloaded."
139239482,,, @Ojciec580 so you're not able to find a match for all full games?
831120342,,,"@XboxSupport1 @Ojciec580 Yes, the same with demos."
139239482,,," @Ojciec580 go to http://t.co/edgLK7RI, what's your download speed in mbps?"
831120342,,,@XboxSupport1 @Ojciec580 http://t.co/AXjuEJbZ  20 mbps
139239482,,, @Ojciec580 May be tied to our current service alert http://t.co/6N6mW5mT you may want to try again later.
831120342,,,"@XboxSupport1 @Ojciec580 OK, what do I need to prepare before calling polish xbox support with this problem?"
139239482,,," @Ojciec580 no need to call, since account issues are known and we're working on a fix."
831120342,,, @XboxSupport1 @Ojciec580 If You say so.
831120342,,, Thanks guys.
139239482,,," @Ojciec580 you're welcome, anytime."

139239482,,, @JamesMaguire21 What happens when you try to play the disc?
139239482,,, Are you gettng an error code?
41238259,,,@XboxSupport1 keeps saying unrecognized disc or just shows up as if there's no game in.

139239482,,, @Breandy_Cleary You will want to contact Phone Support about that.
139239482,,, Need the number?
84674416,,,@XboxSupport1 no thanks still have my box (BTW it seems to happen mostly when I'm buying DLCs :( wanted hearthfire) thanks been massive help
139239482,,, @Breandy_Cleary What makes you say that?

139239482,,, @vampdylan Can you send us a screen shot with the results from http://t.co/edgLK7RI and DM us your GT?
234368898,,,@XboxSupport1 i can not make a screen shot but my gt is xsniperxdylanx DM what is that xd
139239482,,, @vampdylan Ok thanks for the info.
139239482,,, Stay tuned here for updates: http://t.co/BMhsLK29 ^PJ

117213698,,,"@XboxSupport1 @EpicGames the problem is I have a trial code 48Hr of Gears2, but not working to redeem"
139239482,,, @oshinaka Have you tried redeeming on http://t.co/1HXj0y4K as well as the console?
139239482,,, @oshinaka How can we assist you?

139239482,,, @Photocopier_ Did you have any Xbox support related questions?
388812061,,, @XboxSupport1 No help needed.
388812061,,, Thanks for the offer though.

139239482,,,@psychonemesis20 We don't have that info I'm afraid ^JN
25411628,,, @XboxSupport1 they have it on http://t.co/mBXQCCRF but no info ether.
25411628,,, Could that mean it hasn't came out yet?

139239482,,, @Dat_Boy_Kevin Is it just stalling?
139239482,,, Or are you seeing any error codes?
395641202,,, @XboxSupport1 Showed a error code previously.
395641202,,," I tried again, and it continues to stall at certain points."
139239482,,, @Dat_Boy_Kevin Do you recall what the error code was?
395641202,,,"@XboxSupport1 No, but as we speak it is stalling again."
139239482,,," @Dat_Boy_Kevin Okay, have we tried clearing your cache yet?"
139239482,,, http://t.co/Yy3otP6R ^JN
395641202,,,@XboxSupport1 Yes.
139239482,,, @Dat_Boy_Kevin How are you connected to your network?
395641202,,, @XboxSupport1 Bridge through laptop.
395641202,,, Error Code 3F27-0000-3080-0508-8007-274C
139239482,,, @Dat_Boy_Kevin Would you be able to try a more direct connection?

